text_a	text_b	label
Officials from TAG Heuer have announced that the company received the iF product design award, which was given away by the jury from the International Forum Design. TAG Heuer received the award for its concept watch, called Monaco Calibre 360 Linear Second Concept Chronograph. The jury that gives away the iF product design awards each year consists of leading design experts from all over the world gathered in one place. The iF awards are presented in Hanover, Germany, at the International Forum Design Hannover GMBH. There are a number of fields and disciplines which have their own awards.	Monaco Calibre 360 Linear Second Concept Chronograph is produced in Hannover.	1
Police in the Lower Austrian town of Amstetten have arrested a 73 year old man who is alleged to have kept his daughter, now aged 42, locked in the cellar of his house in Amstetten since 29th August 1984. The man, identified by police as Josef Fritzl, is alleged to have started sexually abusing his daughter, named as Elisabeth Fritzl, when she was eleven years old, and to have subsequently fathered seven children by her. One of the children, one of a set of twins born in 1996, died of neglect shortly after birth and the body was burned by the father.	Amstetten is located in Austria.	0
"Rolling Stone, one of the music industry's foremost publications, has found itself reporting false news gleaned from a Wikipedia article. The online edition of the magazine's Rock Roll Daily released an article entitled ""Halle Berry Set to Ruin Reputation..."" on December 11, reporting on the news that the actor had announced her intentions to release a musical album. The story was quickly picked up by the Washington Post, All Headline News and other news agencies eager to report on the Academy Award-winning actress' foray into the musical world. The only trouble is, according to one of the album's alleged producers, Scott Storch, there is no such album...and he definitely has not produced three songs for it."	Halle Berry works with Scott Storch.	2
The U.S. state of Florida entered an agreement on June 24, 2008 to purchase the U.S. Sugar Corporation, the largest manufacturer of cane sugar in the U.S., in an effort to restore the Everglades. Terms of the agreement stated that the purchase would be completed within 75 days, but that U.S. Sugar would be able to operate for another six years. After that, the state of Florida will retain ownership of U.S. Sugar's manufacturing facilities in Clewiston, Florida, and 187,000 acres of fields that have grown sugarcane since the 1960s will be allowed to return to their natural state.	Florida is going to buy the Sugar Corporation.	0
"Clint Brown, sports presenter for 3 News on TV3 in New Zealand has resigned amid the allegations that he had verbally attacked a taxi driver which resulted in him being admitted to hospital with a concussion and a broken eye socket. TV3 has confirmed that they have accepted the resignation of Brown. Rick Friesen, Chief Operating Officer of the TV Works division of CanWest MediaWorks NZ, that runs TV3, said: ""We wish to acknowledge Clint's significant skills as a sports broadcaster, and thank him for his 17 years of very loyal service to TV3. Clint Brown is a passionate New Zealand sports fan, and he has been at the forefront of some of New Zealand's biggest sporting moments."""	Rick Friesen is employed at CanWest MediaWorks NZ.	0
"G H Restaurant Specialties has not released a statement regarding the violations, but the corporate offices in Louisville, Kentucky for KFC said, ""our franchisee has finalized a plan for some structural repairs... The units will be temporarily closed while these building maintenance issues are addressed. [They will be] re-opened as soon as the repairs are complete."" The health department also gave violations out to the East Delevan store for failing to maintain a clean floor throughout the restaurant and for not stopping food from becoming contaminated. Several rat traps were also found inside the storage cooler and around the kitchen area, but the establishment was ""not free of rodents,"" said Commissioner of the Erie County Health Department, Dr. Anthony Billittier."	Louisville is in Kentucky.	0
Ren and Stimpy. Bugs Bunny. Philip J. Fry and Professor Hubert Farnsworth on Futurama. Sparx. Bi-Polar Bear. Popeye the Sailor Man. Woody Woodpecker. You may not think you have ever heard Billy West, but chances are on a television program, a movie, a commercial, or as Howard Stern's voice guru in the 1990's, you have heard him. West's talent for creating personalities by twisting his voice has made him one of a handful of voice actors - Hank Azaria and the late Mel Blanc come to mind - who have achieved celebrity for their talent. Indeed, West is one of the few voice actors who can impersonate Blanc in his prime, including characterizations of Bugs Bunny, Daffy Duck, Elmer Fudd and other characters from Warner Bros. cartoons.	Bugs Bunny is owned by Warner Bros.	0
Tuesday, January 30, 2007 The Suns had been on fire for the entire month of January. Unfortunately for them, Kevin Garnett was holding the extinguisher when the Suns came into the Target Center on Monday night. Garnett posted a double-double, scoring 44 points and snaring 11 rebounds, as the Minnesota Timberwolves defeated the Phoenix Suns 121-112. The loss prevented the Suns from posting a perfect record in the month of January, and ended the Suns' season-high 17-game winning streak. The Suns had problems answering Garnett's scoring prowess, but it was the Minnesota defense that doomed the Suns, limiting them to 17 points in the final quarter after allowing 95 from Phoenix in the first three periods. Steve Nash had 20 points and 18 assists, but in the fourth quarter he was only able to score 3 points and provide one assist.	Kevin Garnett was born in Minnesota.	1
"An auto analyst for Bombay's Angel Broking, Vaishali Jajoo, predicted that the Nano will add only three percent to Tata's revenues even if it can sell a quarter of a million such cars per annum. ""That does not make a significant difference to the top line,"" Jajoo said. ""And for the bottom line, it will take five to six years to break even."" Environmentalists say that the car will exacerbate traffic problems already rife in India, and help increase pollution levels. Tata, however, stated that its vehicle is the least polluting car in the country."	Angel Broking is based in Bombay.	0
The surge in violence has occurred while U.S. Marines and Iraqi troops battle insurgents near Karabilah on the Syrian border. British and American warplanes pounded targets to support a 1,000 Marine force. A Marine statement also said patrols in the devastated city of Fallujah came under attack Sunday. According to the statement, 15 insurgents were killed while the attack was repulsed.	Fallujah is not far from Karabilah.	1
"Photographs published by the Investigate magazine and the newspaper Sunday Star Times has shown the Prime Minister of New Zealand Helen Clark's husband, Peter Davis, being hugged and kissed by openly gay Auckland GP General Practitioner Dr. Ian Scott on election night 2005. The editor of Investigate, Ian Wishart, stated that at no time has Investigate ever suggested Davis is gay. Wishart said that he has ""Been targeting Mr Davis for months and has appealed for readers to send him details of his private life. [My] article makes no homosexual inferences and is merely an attempt to background Davis ahead of reports to follow."""	Dr Ian Scott is married to Helen Clark.	2
"Australian Guantanamo Bay detainee David Hicks has won British citizenship, opening the door for a possible bid to have him freed from the US detention facility in Cuba. Justice Lawrence Collins of the British High Court has overturned the British Government's refusal of citizenship to Hicks, whose mother was born in England. Justice Collins said the Government had ""no power to withhold or deprive citizenship"". Justice Collins said: ""In my view it would be improper to fail to give assistance which otherwise would have been given, simply because the claimant was believed to be involved in terrorism and has not had any previous connection with this country."" Hicks' lawyer, Stephen Grosz, said the decision was a breakthrough. He said there was now no reason why Hicks should not enjoy the same protection as the nine other British citizens released without charge from Guantanamo Bay on representations of the British Government."	Stephen Grosz is the British lawyer of David Hicks.	1
Late Tuesday, authorities in the U.S. state of Texas carried out the execution of José Medellín, a Mexican national convicted of raping and murdering two teenage girls in 1993. The execution was carried out despite being at the center of an international legal dispute with objections from the International Court of Justice ICJ and UN Secretary-General Ban Ki-moon. José Ernesto Medellín, 33, was born in Mexico but moved to the U.S. as a child. He was sentenced to death for the 1993 rape and murder of two girls aged 14 and 16 in Houston, Texas. On Tuesday at 9:57 p.m. CDT, he was given a lethal injection at the Huntsville Unit in Huntsville, according to the Texas Department of Criminal Justice.	José Medellín was executed in Huntsville prison.	0
"The United States government has filed a civil lawsuit against BP Exploration Alaska Inc. BPXA alleging that the company ""violated federal clean air and water laws"" by ""illegally discharging"" more than 200,000 gallons crude oil during two oil spills in 2006 on Alaska's North Slope in Prudhoe Bay. BPXA previously pleaded guilty to one count of criminal negligence in illegally discharging the oil and paid US20 million in damages. As a result of the plea, the lawsuit was filed saying that they ""failed"" to prepare for such a disaster by implementing ""certain [sic] spill prevention measures"" as the law requires."	Prudhoe Bay is situated in North Slope.	2
In addition to family, the memorial service was attended by actors and actresses who have worked with Ledger, including Cate Blanchett who starred with Ledger in the Bob Dylan bio-flick, I'm Not There. Blanchett spoke of the times she shared with Ledger in New York and Los Angeles. The Other speakers included his parents, sister and Neil Armfield, a director of Ledger's last Australian film, Candy. An emotional Williams, was wearing dark glasses and a white dress with black trim, she was not accompanied by her daughter Matilda. Williams walked in clutching the arm of Ledger's older sister, Kate.	Williams has a daughter called Matilda.	0
"Other friends were not surprised at his death. ""I was not surprised,"" said George Stranahan, a former owner of the Woody Creek Tavern, a favourite haunt of Thompson. ""I never expected Hunter to die in a hospital bed with tubes coming out of him."" Neighbours have said how his broken leg had prevented him from leaving his house as often as he had liked to. One neighbour and long-standing friend, Mike Cleverly, said Thompson was clearly hobbled by the broken leg. ""Medically speaking, he's had a rotten year."""	The Woody Creek Tavern is owned by George Stranahan.	2
"The letter received by Syracuse TV station News 10 Now is still being analyzed, but police believe it was written by 41-year-old Jiverly Wong, police chief Joseph Zikuski said at a briefing. ""We have no reason to believe it's not authentic,"" Zikuski said. ""It's another piece of evidence in a very complex puzzle that's going to take us weeks and months to determine what's going on. It's going to help us. "" In the rambling, disjointed letter mailed the day he gunned down 13 people before killing himself, Wong blamed his troubles on the police and vowed to take at least two people ""to return to the dust of earth."" He ended the letter, neatly written in capital letters, on a chilling note: ""And you have a nice day."""	Jiverly Wong was a police chief.	2
In London around 11am the march assembles on Camberwell Green. About 250 people are here, from many parts of Britain; I meet marchers from Newcastle, Manchester, Leicester, and especially organized-labor stronghold Sheffield. The sky is grey but the atmosphere is convivial; five members of London's Metropolitan Police are present, and they're all smiling. Most marchers are young, some as young as high school age, but a few are older; some teachers, including members of the Lewisham and Sheffield chapters of the National Union of Teachers, are carrying banners in support of their students.	Camberwell Green is in London.	0
British singer-songwriter Natasha Bedingfield, who sang with her brother Daniel and sister Nikola as The DNA Algorithm, tied the knot with a California businessman in Malibu. According to reports the marriage, which took place Saturday in a 30-minute outdoor ceremony overlooking the Pacific Ocean, was attended by about 150 guests. The guests watched Bedingfield walk down the aisle in a Vera Wang dress beside the chateau at the Church Estates Vineyards. Bedingfield, who was born in New Zealand and grown up in England, found her partner, in America.	Natasha Bedingfield is married to Matthew Robinson.	1
Two men have been charged with starting the Zaca Fire, the second-largest wildfire in the history of California. The fire is continuing to burn through the Los Padres National Forest, and has consumed a total of 240,000 acres, having started on July 4. However, the fire is now under control, and is expected to be contained by September 4. Jose Jesus Cabrera of Santa Ynez, 38, Santiago Iniguez Cervantes of Santa Maria, 46, and the company of Rancho La Laguna, whom they worked for, have all been charged with six counts of felony in relation to starting the fire.	Cabrera and Cervantes are accused of having caused the Zaca Fire.	0
At approximately 3:20 p.m., an unnamed caller reported sight of the suspects on a near street, East 27th Street, causing police to create a blockade, surrounding the suspect. This is where the other two officers were shot, this time in an exchange of gunfire while attempting to take the alleged shooter of the two officers into custody. The suspect was killed by police gunfire. The suspects name was Lovelle Mixon, aged 26, who had a warrant issued for his arrest after his bail was revoked for violation of parole. All four of the officers were taken to Highland Hospital in critical condition where they all later died of their injuries. There names were: Sargent Erv Romans, aged 43, Sargent Dan Sakai, 35, John Hege aged 41 and Mark Dunakin, 40.	Sargent Dan Sakai was a colleague of John Hege.	0
"Mr Roughan claims that children from the age of nine and up are drinking late at night. ""You do not know what the hell's going to happen."" Mr Nant has apologised to the affected, inconvenienced residents. New Zealand Post state they are going to continue to monitor the situation, however and also have on-going discussion with the local council and police ""to make sure we're abreast of any developments in the area."" The gang violence/activity New Zealand Post are referring to is, on the previous Thursday the Armed Offenders Squad was called out where they raided three homes following a shooting, eight people were arrested, and a large number of firearms were seized. Despite post not being delivered, newspapers were still being delivered, waste collection was still happening, and electricity meter readers were also going around house to house, checking the meters."	Mr. Roughan is a member of the Armed Offenders Squad.	1
"A top aide to Ms. Bhutto, Senator Latif Khosa, says that on the day of her assassination, Ms. Bhutto planned to give two visiting U.S. lawmakers a thick dossier outlining numerous instances of government pre-poll rigging involving voter registration as well as intimidation of PPP supporters. ""Everything was recorded in that, with all proofs that we have had, and with the independent reports of the foreign monitors who were also operating. Their reports also supported our allegations as to being substantial and as being true. So they were all recorded, but unfortunately she could not present the report because she was assassinated before she could do that,"" said Khosa."	Latif Khosa was in a relationship with Ms. Bhutto.	1
"Scientists have made two major discoveries in the search for other Earth-like planets. British astronomers say they have discovered the smallest known Earth-like exoplanet orbiting a living star called Gliese 581 e and also discovered that a nearby planet called Gliese 581 d, discovered in 2007, is in the much sought after 'habitable zone'. Astronomers also believe there is a possibility that 581 d could have liquid oceans on its surface, calling the find ""extraordinary."" ""The Holy Grail of current exoplanet research is the detection of a rocky, Earth-like planet in the 'habitable zone',"" said astrophysicist at Switzerland's Geneva University, Michel Mayor. Astronomers say 581 e is 20.5 light years away from Earth and that it's roughly 1.9 times larger than Earth, making it the smallest exoplanet discovered to date. It was found using the High Accuracy Radial Velocity Planet Searcher HARPS."	Michel Mayor is the discoverer of the High Accuracy Radial Velocity Planet Searcher.	1
"""Welcome home, Discovery, after a great mission to bring the International Space Station to full power,"" said an astronaut, George Zamka, radioing from the mission control center in Houston, Texas. NASA tested an experimental tile under the Discovery's left wing during its approach for landing. The tile was almost eight centimetres thick, and had a bump in it, intended to disturb the otherwise smooth airflow over the shuttle's wing, thus exposing it to high amounts of heat. Engineers installed the tile in order to measure the excess heat that was generated on downstream tiles. A military airplane monitored the heat with an infrared camera. The findings will be used to help determine better designs for future shuttles."	Houston is George Zamka's hometown.	1
"While local cab drivers had compliments, not everyone appreciated the company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The Brewers lost their game the following day. The convention closed with next year's date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event's theme will be ""It's a Jungle Out There!""."	J.J. Hardy has a contract with the Milwaukee Brewers.	0
"Canadian MP Belinda Stronach, 40, has reportedly cheated with Canadian hockey star Tie Domi. Domi and his wife were in court today getting divorced and both have now reached a temporary settlement in their divorce proceedings, less than an hour before the case was to be heard before Toronto's Superior Court. Stronach is refusing to comment on the divorce or say if she ""wrecked"" Domi's marriage. ""If it was not for my husband's affair with Belinda, we wouldn't be getting a divorce,"" Leanne told the Toronto Star in an interview last night. Domi's wife claimed that the former Toronto Maple Leaf player told her if she did not hire a lawyer he would give her 1 million in cash and a 1.5-million house if she kept quiet about his affair with Stronach. If she contacted a lawyer, however, she ""would get nothing."""	Leanne was married to Tie Domi.	0
The court in Angers handed down sentences ranging from four months suspended to 28 years for, among others, Philppe V., the key accused. The court found that he, along with his son Franck V. and Franck's former spouse, Patricia M., was one the instigators of a sex ring that abused 45 children, mostly in the couple's flat. The abuses of children aged between six months and 12 years took place in a poor and deprived area of the western french town of Angers. Many of the defendants were poor and lived on benefits and some were mentally impaired. About 20 of them admitted to the charges, while others claimed to have never heard of a sex ring.	Franck V. comes from Angers.	1
The London Eye in London, England sits 443ft over the River Thames. It has attracted more than 27 million visitors since its formal opening on December 31, 1999. Each compartment is set to be air-conditioned and hold up to 30 people. Three possible locations for the wheel to sit have been selected. This is not the first attempt by the Iraqi Tourism Board to bring tourists into the capital. The board are seeking investors for a resort island. The island would include a six star hotel and a 18 hole golf course.	The River Thames flows through London.	0
"Once you get a chance to talk to West Palm Beach, Florida native Whitney Cunningham, who placed seventh on the eighth cycle of the popular reality TV series America's Next Top Model, you begin to understand what host Tyra Banks meant when she described her as the ""full package."" First of all, she is confident and headstrong, which is a must on these kinds of shows, almost as much as it is to take a beautiful modelesque picture. Second, she turns that confidence into drive. She has been receiving steady work as a model since leaving the show, and still believes that her goal of being the first woman to wear a size ten dress on the cover of Vogue is in reach. Third, and probably most important to television viewers, she obliterates the age-old model stereotype that to be pretty and photograph well, one must also be vapid and without a thought."	Whitney Cunningham was born in Florida.	0
Solar Systems Pty Ltd, Hawthorn, Victoria, have announced an agreement with Boeing Australia Ltd for supply of Spectrolab solar cells. The agreement will result in the supply of 500,000 cells, capable of generating 11MW of electricity. Spectrolab produces multi-junction solar cells, originally designed for powering satellites. The solar cells are three times more efficient than the cells used in typical domestic solar panels, and are capable of converting light energy to electrical energy with up to 34% efficiency according to NREL's National Centre for Photovoltaics. Solar Systems utilise Spectrolab's multi-junction solar cells to increase the output of their dish systems.	Boeing Australia Ltd collaborates with Solar Systems Pty Ltd.	0
The Internet group Anonymous today held protests critical of the Church of Scientology. The protests marked what would have been the 49th birthday of Lisa McPherson, who is claimed to be a victim of the Church of Scientology's practices. Lisa died in 1995 during a running of what Scientologists refer to as an Introspection Rundown, a procedure intended to help Church members deal with a psychotic or deeply traumatic event.	The Church of Scientology murdered Lisa McPherson.	1
Preliminary results from the National Assessment of Adult Literacy NAAL, released 15 December 2005 by the US National Center for Education Statistics, indicate gains and losses in literacy among minority adults between 1992 and 2003. The nationally representative study among US adults age 16 and older found the over-all average prose and document literacy remained relatively unchanged, but quantitative literacy improved 8 points on a scale of 500. Results among minorities were mixed, with White and Asian/Pacific Islander minorities scoring significantly higher than Hispanic or Black ethnicities; Hispanic subjects in particular had sharp decreases in prose and document literacy -9% and -8%, respectively and quantitative illiteracy remained unchanged with 50% of subjects scoring at less than basic literacy levels.	The National Assessment of Adult Literacy is a project held by the US National Center for Education Statistics.	0
"First becoming famous in her native Ukraine in the 1990s, long-haired self-described ""Amazon"" Ruslana gained international recognition for winning the 2004 Eurovision Song Contest with her song ""Wild Dances,"" inspired by the musical traditions of the Hutsul people of the Ukrainian Carpathian Mountains. In the five years since, Ruslana has decided to use her name and public status to represent a number of worthy causes, including human trafficking, renewable energy, and even the basic concept of democratic process, becoming a public face of Ukraine's Orange Revolution and later serving in Parliament."	Ruslana was born in Ukraine.	0
Xingwana called on established farmers to form partnerships with new landowners and to transfer skills to new farmers, to ensure productive use of transferred lands. One criticism of the programme is that some of the transferred farms have fallen in production due to the inexperience and lack of capital among the new owners. The government has rejected comparisons of the programme with that initiated in Zimbabwe under President Robert Mugabe.	Robert Mugabe was born in Zimbabwe.	1
Seagate Technology has said it intends to buy rival company Maxtor for 1.9 billion. Both companies produce hard drives. The deal, priced at 60% of Maxtor's closing share price, is intended to acquire Maxtor's customers, not its technology. Seagate, which also makes drives for Microsoft's Xbox 360, will have over 40% of the hard drive market share. The Scotts Valley, California, based Seagate had 30% of the hard drive market. Provided the deal makes it past regulatory committees, Maxtor shareholders will receive .37 of a share of Seagate common stock for every 1 share of the Milpitas based company.	Maxtor is based in Milpita.	0
A bouncer at the Irish Pub in Atlantic City, New Jersey was stabbed to death Saturday morning while trying to break up a fight. Luis Martinez, 25, of Newark, was arrested on two charges of aggravated assault for the brawl that left 27-year-old Richard Rivera dead.	Richard Rivera caused the death of Luis Martinez.	2
Facebook was founded by Mark Zuckerberg, an individual web developer looking to make friends at Harvard University. Although Facebook has been sued by ConnectU.com for allegedly copying its concept and data, Facebook is actually the first worldwide college network on the Internet. As one of the most popular college websites, Facebook is notable for its lack of prominent advertising. It quickly accumulated 50,000 in debt in 2004, and it took nearly a year for it to begin turning a profit, so clearly it needed a large amount of venture capital.	Mark Zuckerberg invented Facebook.	0
Jusman Syafii Djamal, minister of transport for Indonesia, has recommended that local airlines should not purchase aircraft from European manufacturers, such as Airbus. It is a direct response to the decision of the European Union EU to add all 51 of Indonesia's air carriers to the list of air carriers banned in the EU. The EU made the decision to ban the Indonesian air traffic due to a string of accidents in the country, including two major disasters this year - the losses of Adam Air Flight 574 and Garuda Indonesia Flight 200, which killed 102 and 21 people respectively.	Indonesian carriers will not acquire airplanes from Europe.	0
According to research done by an anti-spam research company Sophos, the United States is the point of origin of over 42% of all spam. Trailing are South Korea with 13% and China with 8% of the world's spam. The security firm performed an audit of its honeypots to come up with the figures ―a honeypot is a special system set up to attract spam or spammers in order to gauge spammer activity. Such activity is not entirely unexpected. The United States accounts for slightly over 25% of all Internet usage, whereas South Korea and China have about 4% and 11% of the world's Internet users, respectively. Yet these percentages still point to the U.S. as being a disproportionate source for spam.	The United States produces spam.	0
The ship, owned by Mitsui O.S.K. Lines and flagged in the Cayman Islands, came under attack at around 4 p.m. Somali time UTC+3 as gunfire came from two small priate boats. The vessel, with a crew of eighteen from the Philippines, suffered light damage to its front and windows were broken. The Jasmine Ace was en-route from Sharjah, United Arab Emirates to Mombasa, Kenya. The 126.75m car carrier had loaded with 377 used cars in Sharjah on March 17.	Mitsui O.S.K is the owner of the Cayman Islands.	1
"President Obama found a new way to answer to the questions that people have to ask him. So he held a ""virtual townhall"" in which people could write in questions and he would answer them online. He was asked many questions, and one of the most important was about the legalization of marijuana. Obama was very discreet about it. We will give you the full question : ""With over 1 out of 30 Americans controlled by the penal system, why not legalize, control, and tax marijuana to change the failed war on drugs into a money making, money saving boost to the economy? Do we really need that many victimless criminals?"" The president's answer was a strategical one. He started by quoting the question he was asked which was whether legalizing marijuana would improve the economy and job creation. And he answered : ""The answer is no, I do not think that's a good strategy to grow our economy. All right.""."	President Obama is in favour of the legalization of marijuana.	2
"Alice Cooper, a founder of the shock rock genre, and infamous for his gory stage shows, is setting up a Christian center for at-risk youths in Phoenix. Cooper, who has been a born again Christian for over 20 years, has already raised US2 million for the center via his charity, the Solid Rock Foundation, founded by Cooper in 1995. ""The Rock"", as the center will be called, is expected to cost 7.3 million, and Cooper hopes that construction work will begin on the site, currently a grassy area near the Grand Canyon University, by November."	Alice Cooper is a Christian.	0
Ronaldo turned up for training later in the day. He has been with Manchester United since 2003 and scored 74 goals in 178 games. He has also scored 21 goals for Portugal and has competed for them in Euro 2004 and 2008 as well as the 2006 FIFA World Cup and 2004 Summer Olympics. He returned to the training ground in his 150,000 Bentley.	Ronaldo is Portuguese.	1
In the United Kingdom, The Carphone Warehouse, Celebrity Big Brother's sponsor, has pulled out after some of the reality TV show's contestants were accused of racism, with which the company did not want to be associated. The Perfume Shop has announced they will withdraw the perfume Shh... of Jade Goody, one of the contestants accused of bullying with a racist undertone. Motorcycle insurance company Bennetts unilaterally terminated its deal with former Miss England Danielle Lloyd to front an advertisement campaign.	Jade Goody is a contestant in Celebrity Big Brother.	0
"Tony Blair, who has yet to release any official comments, said in a BBC documentary last month: ""You know you can't have a religious faith and it be an insignificant aspect because it's, it's profound about you and about you as a human being."" He also said that he had avoided discussing his religious views out of fear of being called ""a nutter."""	Blair belongs to the Church of England.	1
"A 55-year-old orangutan named Nonja, who was believed to be the oldest living orangutan in the world both in captivity and the wild, has died at the Miami MetroZoo in Miami, Florida. ""Everybody's very sad, especially with an animal like an orangutan. You see a lot of yourself in these animals. The great apes are our closest relatives. She was really a grand old dame,"" said zoo spokesman Ron Magill."	A 45-year-old orangutan died in Florida.	2
Today, Dmitry Medvedev was named the candidate for President of Russia by the ruling party United Russia, which holds majority in the newly-elected, State Duma, the lower parliament of Russia. Medvedev, who is the current deputy prime minister of the Russian government and the chairman in the board of directors of Gazprom, was also backed by three other parties and by the current president Vladimir Putin. This means the highly anticipated decision about the supposed successor has been announced.	Vladimir Putin does not support Medvedev.	2
New York Times reporter Judith Miller broke her media silence by writing a column the newspaper published on Sunday. Her lengthy story recounted two testimonies, September 30 and October 12, she gave to a U.S. federal grand jury seeking information on the source of the Valerie Plame leak. The column described the testimony as one that relied heavily on her reporting notes given to special prosecutor Patrick Fitzgerald between her first and second appearances.	Judith Miller works for the New York Times.	0
"The Interacademy Panel on International Issues IAP, a global network of the world's science academies, has released a statement urging parents and teachers to provide children with 'the facts about the origin and evolution of life on Earth'. The statement is signed by 67 of the 92 member academies of the organisation, and notes that in some schools around the world, ""testable theories"" about evolution are being ""concealed, denied or confused by theories not testable by science""."	Scientists want children to learn evolution.	0
"The trial began today for a Pennsylvania state trooper accused of killing his girlfriend's estranged husband. Kevin Foley, 43, is accused of cutting the throat of John Yelenic, a dentist who was in the final stages of finalizing a divorce from his wife, Michele. According to prosecutors, Foley ""loathed Dr. Yelenic"" so much that he asked another fellow trooper to help him commit the alleged murder, which occurred in Yelenic's Blairsville home."	Yelenic molested his adopted son.	1
Phoenix is searching for evidence of water and microbial life on Mars. Its mission is to determine Mars's ability or inability to host life and hold water. The Phoenix lander uses a robotic arm to dig through the protective top soil layer to the alleged water ice below and ultimately bring both soil and water ice to the lander platform for sophisticated scientific analysis.	A robotic arm has been used for scientific discoveries.	0
"Bush's second term as President of the United States, which began on January 20, 2005, expired with the swearing-in of the 44th President of the United States, Barack Obama, at noon EST UTC-5, under the provisions of the Twentieth Amendment to the United States Constitution. Bush performed his final official act this morning, welcoming Barack Obama and Michelle to the White House for coffee before the swearing-in, shortly before 10am EST, and then accompanied them there by motorcade to attend the ceremony. Last week, Bush had made his farewells to the nation in a televised address, saying that the inauguration turns a page in race relations. ""Obama's story ―his black father was from Kenya, his white mother from Kansas ―represents ""the enduring promise of our land,"" said Bush."	Barak Obama is the 44th President of the United States.	0
Vivid spokesperson Jackie Markham has said the footage was created earlier this year and was purchased by the company two months ago from an unidentified third party. Markham said Jessica's attorney has not contacted them and she is unsure if any proceeds will reach Sierra. The tape also shows her making abusive comments about other contestants, such as Carrie Underwood, who has gone on to have some success.	"Jessica Sierra once reached the finals of ""American Idol""."	1
"Nabih Berri, Speaker of the Lebanese Parliament has delayed the presidential vote for an eleventh time since initial voting began on September 25. The last vote was set for December 29 but has been rescheduled for January 12. A senior political source stated the reason for the delay was due to ""complications in regional and international negotiations and the severing of domestic talks."""	Lebanon elected a new President.	2
"Danny Kennedy, Greenpeace campaigns director, said: ""The burden of proof in the Scott Parkin expulsion case lies morally with the Commonwealth, to prove that he is a danger. When the Government brought in anti-terror legislation, they promised the public that these laws would only be used to confront a real and present risk of a terrorist attack, not a sweep-all approach against citizens. Peace is not terrorism. Peace is not a threat to national security. No democratic government should expel a foreign citizen because [it] opposes his political opinions."""	Greenpeace director said that peace is terrorism.	2
Superintendent Frank Goodyer, who was caught by his own officers in the Wagga Wagga Local Area Command, was charged with driving at more than 45km/h over the speed limit, had his automatically license suspended for six months and fined A1674. It was reported by Sydney radio station 2GB that it was Superintendent Frank Goodyer as the officer who was caught speeding by his own officers after the New South Wales Police released a media release which did not name the officer who was caught.	Frank Goodyer was caught driving over the speed limit.	0
"""This is a major milestone on our road to recovery, and I want to thank the members of Congress who came together in common purpose to make it happen,"" Obama said in his weekly address. ""I will sign this legislation into law shortly, and we'll begin making the immediate investments necessary to put people back to work doing the work America needs done. This historic step won't be the end of what we do to turn our economy around, but the beginning."""	The Congress wants to boost the economy.	0
A zoo worker is dead and two visitors are seriously injured after a Siberian tiger escaped from the San Francisco Zoo in San Francisco, California in the United States and attacked three people who were inside a cafe. The tiger was shot dead by police who were called to the scene. They found the tiger attacking one of the zoo visitors when they killed it.	A tiger attacked three people in San Francisco.	0
A journalist for the French Daily Libération, Christophe Boltanski, was attacked on Friday by several men in a street of Tunis, where he was reporting on the repression of human rights activists. He was badly beaten and stabbed with a knife in the back by four unidentified assailants near his hotel in the embassy district. Boltanski was also hit in the face by pepper spray. He called for help, but the policemen on guard outside the nearby Czech Embassy did not react, according to Libération.	A French journalist was assaulted in Tunisia.	0
"Health Minister Ben Bradshaw described the party's loss to the British National Party and to the Greens as a, ""terrible loss"" and blamed the economic conditions such as rising food and fuel costs as factors that dampens the Labour Party's appeal with the public. Conservative Party leader David Cameron countered Bradshaw's opinion by saying, Mr. Brown was to blame for the economic distress. Cameroon cited the Prime Minister's ten years of handling the economy as minister prior to assuming office when Tony Blair stepped down last year."	Blair was Prime Minister before Brown.	0
"On December 6 2008, Adela Lupse, presenting the call-in quiz Telepremii on National TV on Romanian television, had what The Daily Telegraph described as a ""tantrum on air"". As the final prize became available, Ms Lupse's show had no callers. Already excited, she began to shout. Throwing the telephone down on the studio floor and stomping on it, she admonished her viewers, ""I want the telephone to ring now. Now. Call me now!""."	Ms Lupse is a TV presenter.	0
Neverland Valley Ranch, owned by Michael Jackson, is to be sold at auction on March 19, 2008, unless Jackson pays over US24 million. Financial Title Company, the trustee of his Santa Barbara County, California, home and amusement park, has foreclosed on the property. They notified Jackson of the foreclosure and sale on Monday. Jackson had only just recently paid an overdue property tax bill of 600,000.	Michael Jackson is the owner of Neverland.	0
Galvarino Apablaza is the leader of the Marxist group FPMR - Manuel Rodriguez Patriotic Front. FPMR was founded in 1983 and became the armed wing of the Chilean Communist Party to carry out terrorist attacks against the Chilean militarist government of the dictator Augusto Pinochet. Its name is a tribute for Manuel Rodriguez Erdoiza, considered a Chilean hero in the war of the independence of Chile against Spain.	"""Comandante Salvador"" is the nickname of Galvarino Apablaza."	1
